description,query
"Identify URL-filtering events from the Palo Alto firewall in tenant D0034 where the target domain is on the blocklist with a blockscore between 50 and 200, while excluding events from source IP 192.168.42.181 and requiring a username to be present.","tenantname:D0034 AND pname:""Palo Alto Next\\-Generation Firewall"" AND blsrc_trgdomain:* AND blscore_trgdomain:[50 TO 200] AND evt:""URL filtering log"" AND NOT srcip:192.168.42.181 AND srcuname:*"
"Finds security events for tenant M0001 involving the Palo Alto Next-Generation Firewall that have severity 3, across any target domain.","tenantname:M0001 AND pname:""Palo Alto Next-Generation Firewall"" AND sev:3 AND trgdomain:*"
"Returns events for tenant D0034 with severity 6, excluding those with a source IP of 0.0.0.0.",tenantname:D0034 AND sev:6 NOT srcip:0.0.0.0
"It looks for login attempts outside normal office hours in tenant M0001, parsed by MAGI, specifically events labeled “Non-Office Hour Login Attempt” for the user hiltonchan.","tenantname:M0001 AND parsertype:MAGI AND evt:Non* AND evt:""Non\\-Office Hour Login Attempt"" AND trguname:hiltonchan"
Find connections initiated from 192.168.12.125 to either 192.168.42.75 or 192.168.42.76.,(couip: 192.168.42.75 OR couip:192.168.42.76) and srcip:192.168.12.125
"Finds D0034 tenant events where there is a target domain with a value and a risk score between 120 and 500, while excluding traffic to several known benign or ad/tracking domains (Bing, Google Tag Manager, AdNXS, the aliyuncs OSS domain, and Dingtalk).","tenantname:D0034 AND blsrc_trgdomain:* AND blscore_trgdomain:[120 TO 500] AND NOT trgdomain:www.bing.com AND NOT trgdomain:googletagmanager.com AND NOT trgdomain:secure.adnxs.com AND NOT trgdomain:""xux\\-web\\-config.oss\\-accelerate.aliyuncs.com"" AND NOT trgdomain:page.dingtalk.com"
"Returns logs for tenant D0034 from the host 10.0.50.132, while excluding entries from certain internal IPs/hosts, any logs where parsing failed, any logs from the Symantec Endpoint Security Protection product, and any records that contain all seven specified tax-related fields.","tenantname:D0034 AND NOT (taxevtst:* AND taxevtobj:* AND taxevtcon:* AND taxevtact:* AND taxoutpro:* AND taxoutobj:* AND taxoutcon:*) AND NOT couip:192.168.199.254 AND NOT couname:172.16.0.121 AND NOT parselogstatus:""failed"" AND NOT  pname:""Symantec Endpoint Security Protection"" AND NOT couname:192.168.6.201 AND couname:10.0.50.132"
"It filters out events from tenant M0001, returning logs from all other tenants.",NOT tenantname:M0001
Filters logs to show only events related to the resource/host named ebsihk01 for tenant M0001.,colname:ebsihk01 AND tenantname:M0001
It retrieves events originating from 10.1.100.150 with the source name shgadmin.,srcip:10.1.100.150 AND srcname:shgadmin
"Returns events with severity 4 where the source country is known, excluding those with the event type ErtFeed.",sev:4 AND srccountry:* NOT evt:ErtFeed
"Find events for tenant D0034 from Juniper SRX Firewall devices, excluding the srx380-1 device, that involve the IP address 192.168.2.249.","tenantname:D0034 AND pname:""Juniper SRX Firewall"" AND NOT obsname:""srx380\\-1"" AND couip:192.168.2.249"
"Fetch logs for tenant M0001 from Veeam, but exclude entries from CrowdStrike EDR, Fortinet Fortigate, and VMware ESXi, drop any Windows 4624 or Windows syslog keepalive messages, and ignore records where all the tax event/out fields are populated.","tenantname:M0001 AND NOT (taxevtst:* AND taxevtobj:* AND taxevtcon:* AND taxevtact:* AND taxoutpro:* AND taxoutobj:* AND taxoutcon:*) AND NOT rawmsg:""4624"" AND NOT rawmsg:""Windows syslog keepalive connection v2.2"" AND NOT pname:""CrowdStrike EDR"" AND NOT pname:""Fortinet Fortigate"" AND NOT pname:""VMWare ESXi"" AND pname:Veeam"
"It filters for D0034 tenant events where there is a source IP present, the taxoutpro process succeeded, the blscore_srcip score is between 50 and 500, and the source IP is not 127.0.0.1.",tenantname:D0034 AND blsrc_srcip:* AND taxoutpro:success AND blscore_srcip:[50 TO 500] AND NOT srcip:127.0.0.1
"Looks for logs from tenant M0001 involving the Palo Alto Next-Generation Firewall, with severity 3 or 4, and a target domain specified.","tenantname:M0001 AND pname:""Palo Alto Next-Generation Firewall"" AND ( sev:3 OR sev:4 ) AND trgdomain:*"
"It looks for Veeam-related logs for tenant M0001 and filters out noise such as Windows logon events (4624), syslog keepalive messages, entries from Active Directory/Windows or VMware, messages containing certain terms, and any records that contain all the tax-event fields.","tenantname:M0001 AND NOT (taxevtst:* AND taxevtobj:* AND taxevtcon:* AND taxevtact:* AND taxoutpro:* AND taxoutobj:* AND taxoutcon:*) AND NOT rawmsg:""4624"" AND NOT rawmsg:""Windows syslog keepalive connection v2.2."" AND NOT pname:""Microsoft Active Directory and Windows"" AND NOT pname:""vSphere vCenter"" AND NOT rawmsg:""sut"" AND NOT rawmsg:""settingsd"" AND pname:Veeam"
Looks for tenant D0034 logs from Symantec Endpoint Security Protection where an outbound or inbound connection was allowed from the source IP 192.168.47.180.,"tenantname:D0034 AND pname:""Symantec Endpoint Security Protection"" AND ( evt:""Allowed Outbound connection"" OR evt:""Allowed Inbound connection"" ) AND srcip:192.168.47.180"
"Identify SQL Injection alerts for tenant D0034 that were parsed by MAGI, limited to traffic from 82.23.210.239 and excluding traffic from a list of known IP addresses.","tenantname:D0034 AND parsertype:MAGI AND evt:""SQL Injection"" AND (NOT srcip:23.95.61.57) AND (NOT srcip:23.229.125.234) AND (NOT srcip:20.171.207.105) AND (NOT srcip:14.225.74.32) AND (NOT srcip:14.0.159.163) AND (NOT srcip:45.206.73.101) AND (NOT srcip:45.159.20.138) AND (NOT srcip:45.131.103.206) AND (NOT srcip:35.213.93.50) AND (NOT srcip:23.234.86.116) AND srcip:82.23.210.239"
"It searches for outbound connections that were allowed by Symantec Endpoint Security Protection to destinations in the .net domain, excluding any traffic to the IP 162.247.243.29.","pname:""Symantec Endpoint Security Protection"" AND trgdomain:*.net AND evt:""Allowed Outbound connection"" NOT trgip:162.247.243.29"
"It searches Palo Alto firewall logs for tenant M0001, while excluding session start/end events, MAGI parser events, and certain maintenance/connection events such as to the update server, send-success, and LDAP connection attempts.","tenantname:M0001 AND pname:""Palo Alto Next-Generation Firewall"" AND NOT evt:""Session Started"" AND NOT evt:""Session Ended"" AND NOT parsertype:MAGI AND NOT evt:""Connection to Update server"" AND NOT evt:""send\\-success"" AND NOT evt:""connect\\-ldap\\-sever"""
"It searches for logs where the MAGI parser produced a result with corrinfoid 10120, or any logs originating from the source IP 13.64.111.114.",parsertype:MAGI AND corrinfoid:10120 OR srcip:13.64.111.114
"Find logs for tenant D0034 from the Palo Alto Next-Generation Firewall targeting any domain, excluding events that come from source IP 192.168.42.181.","tenantname:D0034 AND pname:""Palo Alto Next\\-Generation Firewall"" AND trgdomain:* AND NOT srcip:192.168.42.181"
Find logs for tenant D0034 with destination IP 1.1.1.1 and any destination domain.,tenantname:D0034  AND trgip:1.1.1.1 AND trgdomain:*
It searches for outbound connection start events for tenant D0034 where there is a valid (non-empty) source IP.,tenantname:D0034 && blsrc_srcip:* AND taxoutpro:1 AND taxevtact:start AND evt:ConnectionPPS
Find Kerberos authentication requests (Event 4768) where the source IP is not in the 10.x.x.x private range.,vec:4768 NOT srcip:10.*.*.*
"Finds logs in tenant D0034 where there is a source IP, the event originates from China, and the process name is Sangfor_CyberCommand.","tenantname:D0034 AND srcip:* AND srccountry:CHN AND pname:""Sangfor_CyberCommand"""
"Identify blocked traffic events for tenant D0034 where Symantec Endpoint Security Protection blocked connections to any destination IP, excluding five specific addresses.","tenantname:D0034 AND pname:""Symantec Endpoint Security Protection""  AND blsrc_trgip:* AND NOT trgip:13.107.42.16 AND NOT trgip:52.123.128.14 AND NOT trgip:52.123.129.14 AND NOT trgip:208.103.161.1 AND NOT trgip:162.247.243.29"
Return log entries where the source IP is 183.62.207.7 and the tenant name is D0034.,srcip:183.62.207.7Ω tenantname:D0034
Finds any allowed inbound or outbound connections involving Symantec Endpoint Protection in tenant D0034 where the destination is edgedl.me.gvt1.com and there is a recorded source-to-target domain relationship.,"tenantname:D0034 AND pname:""Symantec Endpoint Security Protection"" AND ( evt:""Allowed Outbound connection"" OR evt:""Allowed Inbound connection"" ) AND blsrc_trgdomain:* AND trgdomain:edgedl.me.gvt1.com"
"Identify events from tenant D0034 where the target domain's blacklist score is between 110 and 200, excluding any events involving the domain page.dingtalk.com.",tenantname:D0034 AND blscore_trgdomain:[110 TO 200] AND NOT trgdomain:page.dingtalk.com
Identify logs for tenant D0034 originating from the IP address 10.168.168.40.,tenant=D0034 AND srcip:10.168.168.40
"Identify Palo Alto firewall activity from tenant M0001 targeting the domain x.js, while excluding session-related events, MAGI parser events, and traffic to a set of known non-malicious domains (adult sites and cloud storage) to surface potential access to that script domain.","tenantname:M0001 AND pname:""Palo Alto Next-Generation Firewall"" AND NOT parsertype:MAGI AND NOT evt:Session* AND NOT trgdomain:youporn.com AND NOT trgdomain:backblazeb2.com AND NOT trgdomain:backblaze.com AND NOT trgdomain:xhamster.com AND NOT trgdomain:xxx.com AND trgdomain:x.js"
"It searches for logs from tenant D0034 that originate from China, where the tax outbound processing flag is set, and the event comes from IP 183.62.207.70.",tenantname:D0034 AND srccountry:CHN AND taxoutpro:1 AND srcip:183.62.207.70
Looks for events where the Symantec Endpoint Security Protection process communicates with the destination IP 146.75.46.172 and accesses the domain download.visualstudio.microsoft.com.,"pname:""Symantec Endpoint Security Protection"" AND trgip:146.75.46.172 AND trgdomain:download.visualstudio.microsoft.com"
"Retrieve logs for tenant D0034 related to Symantec Endpoint Security Protection that involve a source-to-destination IP interaction, excluding events where the destination IP is 13.107.42.16, 52.123.128.14, or 52.123.129.14.","tenantname:D0034 AND pname:""Symantec Endpoint Security Protection""  AND blsrc_trgip:* AND NOT trgip:13.107.42.16 AND NOT trgip:52.123.128.14 AND NOT trgip:52.123.129.14"
"Looks for Palo Alto Next-Generation Firewall events in tenant M0001, excluding MAGI-parsed entries, excluding session-type events, and excluding traffic directed to the specified porn sites and Backblaze storage domains.","tenantname:M0001 AND pname:""Palo Alto Next-Generation Firewall"" AND NOT parsertype:MAGI AND NOT evt:Session* AND NOT trgdomain:youporn.com AND NOT trgdomain:backblazeb2.com AND NOT trgdomain:backblaze.com AND NOT trgdomain:xhamster.com"
"It selects logs from all source IPs except the five specified addresses, effectively excluding those IPs from results, while also including traffic from 10.1.1.253.",(NOT couip:192.168.6.206) AND (NOT couip:192.168.199.254) AND (NOT couip:10.1.132.13) AND (NOT couip:10.1.12.31) AND (NOT couip:10.0.60.25) OR couip:10.1.1.253
It flags events where the Symantec Endpoint Security Protection process is active on the host DESKTOP-8V68G75.,"pname:""Symantec Endpoint Security Protection"" AND srcname:""DESKTOP\\-8V68G75"""
"Finds security events for tenant D0034 involving Symantec Endpoint Security Protection, with any domain relationship between source and destination, while excluding traffic headed to the five specified IP addresses.","tenantname:D0034 AND pname:""Symantec Endpoint Security Protection""  AND blsrc_trgdoain:* AND NOT trgip:13.107.42.16 AND NOT trgip:52.123.128.14 AND NOT trgip:52.123.129.14 AND NOT trgip:208.103.161.1 AND NOT trgip:162.247.243.29"
Filter events related to Symantec Endpoint Security Protection from any source country and any source IP.,"pname:""Symantec Endpoint Security Protection"" AND srccountry:* AND srcip:*"
"Find events for tenant M0001 related to Palo Alto Next-Generation Firewall, excluding those parsed by MAGI, with a severity level of 3.","(tenantname:M0001 AND pname:""Palo Alto Next-Generation Firewall""  AND NOT parsertype:MAGI ) AND sev:3"
"It looks for events with severity 4 that have a target country specified, while excluding events whose type is ErtFeed.",sev:4 AND trgcountry:* NOT evt:ErtFeed
"Find logs for tenant D0034 from a Juniper SRX Firewall where the source IP is 218.253.210.52 and the outbound data size is between 1,000,000 and 8,943,750 bytes.","tenantname:D0034 AND pname:""Juniper SRX Firewall"" AND outputbytes:[1000000 TO 8943750] AND srcip:218.253.210.52"
Finds log entries for tenant M0001 that involve the IP address 10.1.32.245.,tenantname:M0001 couname:10.1.32.245
Find log entries that include the identifier FG4H1ETB21901603 and are labeled as Anomaly.,rawmsg:FG4H1ETB21901603 AND evt:Anomaly
"Return logs for tenant D0034 that are not from the specified security products (Radware DefensePro Anti‑DDoS Protection, Checkpoint Harmony, Juniper SRX Firewall), not from the IP 192.168.199.254, and not containing a complete tax-event/tax-outcome data set.","tenantname:D0034 AND NOT (taxevtst:* AND taxevtobj:* AND taxevtcon:* AND taxevtact:* AND taxoutpro:* AND taxoutobj:* AND taxoutcon:*) AND NOT pname:""Radware DefensePro Anti\\-DDoS Protection"" AND NOT pname:""Checkpoint Harmony"" AND NOT pname:""Juniper SRX Firewall"" AND NOT couip:192.168.199.254"
"Finds successful logon events for tenant M0001 and filters out any events that include a target username, i.e., returns logons where no target user name is recorded.",tenantname:M0001 AND vec:4624 AND NOT trguname:*$
Identify allowed inbound or outbound connections from 192.168.47.214 on Symantec Endpoint Security Protection in tenant D0034 to a target domain that has a domain relationship and a risk score between 50 and 300.,"tenantname:D0034 AND pname:""Symantec Endpoint Security Protection"" AND ( evt:""Allowed Outbound connection"" OR evt:""Allowed Inbound connection"" )  AND blsrc_trgdomain:* AND blscore_trgdomain:[50 TO 300] AND srcip:192.168.47.214"
"Find URL-filtering events for tenant M0001 where a destination domain was accessed, excluding traffic to a specified blocklist of domains (including adult sites and certain services like OnlyFans, YouPorn, Backblaze, Coinbase, and similar).","tenantname:M0001 AND pname:""Palo Alto Next-Generation Firewall"" AND trgdomain:* AND evt:""URL filtering log"" AND trgdomain:* AND NOT trgdomain:onlyfans.com AND NOT trgdomain:backblazeb2.com AND NOT trgdomain:youporn.com AND NOT trgdomain:bcgame.li AND NOT obssvccpn:adult  AND NOT trgdomain:backblaze.com AND NOT trgdomain:coinbase.com AND NOT trgdomain:bingsport.co"
